emp_no,first_name,last_name,title,from_date,salary
495136,Barna,Sherertz,Senior Staff,1990-02-16,83597
488068,Abdelghani,Sabnani,Senior Staff,1996-04-09,93207
229444,Zeljko,Rijsenbrij,Senior Staff,1993-01-25,72830
229461,Berto,Raczkowsky,Senior Staff,2002-06-02,77682
470758,Tsz,Reistad,Senior Staff,1996-07-21,51546
229470,Teunis,Bala,Senior Staff,1988-08-27,60006
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,40000
429260,Byong,Guardalben,Senior Staff,1992-08-10,63955
38207,Shigeu,Ciolek,Senior Staff,1998-04-03,40000
499420,Sangeeta,Impagliazzo,Senior Staff,1987-06-02,58718
229761,Amalendu,Garnham,Senior Staff,1995-12-23,40000
229779,Mahmut,Kohling,Senior Staff,1987-06-26,40000
429297,Becky,Acton,Senior Staff,1999-12-18,62115
470782,Fen,Henders,Senior Staff,1995-08-19,40000
21636,Munir,Erde,Senior Staff,1990-05-05,48121
429315,Khatoun,Wixon,Senior Staff,1994-11-15,40000
429367,Kiyomitsu,Schlenzig,Senior Staff,1994-03-23,58474
229858,Giri,Dulin,Senior Staff,1993-05-24,40000
229860,Ingmar,Sewelson,Senior Staff,1996-07-08,62138
229878,Guangming,Asser,Senior Staff,1992-05-29,59914
38204,Jianwen,Azadmanesh,Senior Staff,1985-10-20,81148
229911,Ingmar,Jansen,Senior Staff,1992-07-29,71949
429573,Samphel,Castellani,Senior Staff,1997-03-07,81577
229926,Tomofumi,Sgarro,Senior Staff,1990-05-16,71324
429601,Stafford,Driscoll,Senior Staff,1992-07-03,80753
229937,Huiqun,Butner,Senior Staff,1994-02-02,42260
229949,Alois,Matzov,Senior Staff,1994-06-27,50008
229969,Zine,Walstra,Senior Staff,1994-06-22,83964
11817,Niranjan,Markovitch,Senior Staff,1993-04-12,50638
229997,Fai,Zwicker,Senior Staff,1986-09-01,76930
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,51924
429634,Lidong,Azevdeo,Senior Staff,1997-06-13,64413
21612,Martial,Bardell,Senior Staff,1997-12-25,82560
429648,Pranjal,Gaughan,Senior Staff,1988-02-20,77032
498436,Shaowei,Keohane,Senior Staff,1996-03-03,60380
21609,Sibyl,Pappas,Senior Staff,1986-06-19,80510
230252,Soenke,Serra,Senior Staff,1994-06-28,40000
495191,Radhakrishnan,Emmart,Senior Staff,1987-10-07,40000
230280,Karlis,Feinberg,Senior Staff,1986-01-22,50635
38191,Huei,Suomi,Senior Staff,1991-12-29,46724
429665,Snehasis,Piazza,Senior Staff,1995-08-10,59982
230321,Gunilla,Alencar,Senior Staff,1998-10-01,50835
495192,Gadiel,Maliniak,Senior Staff,1996-08-13,62394
230346,Guiseppe,Trumbly,Senior Staff,1990-04-08,74136
230348,Yongmao,Awdeh,Senior Staff,1994-05-04,46678
230353,Siamak,Maierhofer,Senior Staff,1996-07-09,67592
429695,Hyuncheol,Angelov,Senior Staff,1994-09-21,56850
230367,Susuma,Lubachevsky,Senior Staff,1998-11-06,83695
230378,Brigham,Babu,Senior Staff,1994-11-15,56173
471047,Sadok,Karunanithi,Senior Staff,1994-11-04,52905
38157,Hideo,Soicher,Senior Staff,1992-05-27,47959
429961,Houman,Swiss,Senior Staff,1985-12-05,73843
429974,Udo,Doering,Senior Staff,1996-02-15,40000
230636,Tsz,Pusterhofer,Senior Staff,1992-07-13,40000
38156,Akeel,Honglei,Senior Staff,1995-09-26,40000
429988,Jacopo,Riexinger,Senior Staff,1985-08-02,40000
230681,Jinya,Hiraishi,Senior Staff,1996-03-07,40000
230690,Khoa,Papastamatiou,Senior Staff,1993-01-30,40000
230691,Mantis,Angelopoulos,Senior Staff,1994-01-14,65609
429991,Rosine,Picco,Senior Staff,1991-07-01,40000
230716,Xinglin,Panangaden,Senior Staff,1994-04-10,77088
230723,Shimshon,Portugali,Senior Staff,1993-05-21,60245
38146,Paddy,Plavsic,Senior Staff,1993-04-29,59776
230750,Magy,Vigier,Senior Staff,1994-12-12,64050
21583,Elliott,Fasbender,Senior Staff,1994-05-27,44042
430004,Morris,Orsini,Senior Staff,1988-12-22,76277
430016,Adam,Randi,Senior Staff,1994-07-08,45009
430051,Muneo,Rodier,Senior Staff,1994-01-21,43771
11797,Chenxi,Thambidurai,Senior Staff,1996-08-30,88050
430079,Mikhail,England,Senior Staff,2001-06-01,80798
230976,Chuanyi,Serot,Senior Staff,1992-08-20,54612
11769,Chandrasekaran,Lampe,Senior Staff,2001-10-22,40000
231005,Muzhong,Murthy,Senior Staff,1998-08-04,54316
231006,Gill,Delgrossi,Senior Staff,1993-12-13,40000
430101,Dekang,Veeraraghavan,Senior Staff,1995-11-03,46824
471065,Herbert,Stafford,Senior Staff,1995-11-27,72590
488164,Kaijung,Bahk,Senior Staff,1993-07-26,40000
231036,Hyuncheol,Soloway,Senior Staff,1997-08-08,53719
471079,Kasturi,Swiss,Senior Staff,1997-06-17,61184
38123,Kien,Cummings,Senior Staff,1996-08-23,69068
231057,Ziyad,Bhattacharjee,Senior Staff,1990-11-12,73245
231073,Yechiam,Rattan,Senior Staff,1994-06-06,50821
430347,Malu,Cyne,Senior Staff,1994-08-14,69671
231096,Debaprosad,Tyugu,Senior Staff,1993-03-10,69454
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,40000
430362,Marc,Baranowski,Senior Staff,1995-06-09,47142
231132,Arunas,Hofstetter,Senior Staff,1985-11-16,40000
231333,Kinh,Stroustrup,Senior Staff,1993-01-28,40000
231344,Ohad,Kalafatis,Senior Staff,1994-09-15,42178
14723,Constantino,Assaf,Senior Staff,2002-06-01,40000
231375,Jungsoon,Kushnir,Senior Staff,1995-03-16,40000
10053,Sanjiv,Zschoche,Senior Staff,1994-11-13,67854
231410,Persi,Sidou,Senior Staff,1999-04-09,62412
231411,Prasadram,Perfilyeva,Senior Staff,1993-06-28,69588
231424,Dayanand,Fortenbacher,Senior Staff,2001-06-29,69306
21566,Angel,Demos,Senior Staff,1988-11-06,61752
231430,Quingbo,Kusakabe,Senior Staff,1995-02-04,80378
231431,Anestis,Merle,Senior Staff,1988-02-13,40000
430459,Ziya,Roison,Senior Staff,1989-02-27,62345
430461,Fan,Lichtner,Senior Staff,1997-06-07,64209
471131,Subhankar,Wixon,Senior Staff,1993-04-29,57027
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,40341
231477,Larisa,Krohm,Senior Staff,1996-12-29,48678
430481,Woody,Pauthner,Senior Staff,1998-01-07,40000
231490,Etsuo,Clouatre,Senior Staff,1988-06-05,41184
231696,Foong,Silva,Senior Staff,1987-11-12,82240
231702,Sahrah,Vieri,Senior Staff,2002-03-25,56117
14693,Brewster,Stranks,Senior Staff,1992-05-04,59960
231706,Achilleas,Pettey,Senior Staff,1994-04-03,57246
231727,Kazuhito,Luca,Senior Staff,1995-09-29,40000
231735,Sanjeeva,Randi,Senior Staff,1994-08-17,40000
231740,Kyoichi,Gustavson,Senior Staff,1995-09-01,72876
231760,Karsten,Auyong,Senior Staff,1993-08-13,53218
430677,Phuoc,Kaelbling,Senior Staff,1993-06-17,67898
37900,Maia,Thummel,Senior Staff,1992-05-10,48991
231847,Geraldo,Pauthner,Senior Staff,1994-12-18,40000
231858,Geoffry,Baez,Senior Staff,1988-06-07,62183
231874,Murthy,Peroz,Senior Staff,2001-01-30,50943
231876,Abdelkader,Akazan,Senior Staff,2000-02-14,40000
495219,Dinah,Hambrick,Senior Staff,1993-08-18,51004
430685,Sergi,Jenevein,Senior Staff,1992-08-30,90101
232098,Margareta,Bale,Senior Staff,1996-06-03,56339
430692,Arunachalam,Yemenis,Senior Staff,1991-08-01,52510
471151,Murthy,Curless,Senior Staff,2000-04-17,47622
37881,Sedat,Falster,Senior Staff,1990-02-05,69675
495235,Gregory,Rosaz,Senior Staff,1991-04-13,66521
232154,Kerhong,Steinauer,Senior Staff,1994-06-27,67022
232201,Weicheng,Baig,Senior Staff,1996-03-12,81443
37862,Barun,Masaki,Senior Staff,1991-04-29,52065
495426,Leon,Pellegrinelli,Senior Staff,1998-11-27,55534
232230,Gay,Steinauer,Senior Staff,2000-03-16,40000
232243,Manton,Encarnacion,Senior Staff,1998-10-25,49879
232436,Morrie,Stemann,Senior Staff,1991-07-15,68841
232437,Kasturi,Douceur,Senior Staff,1995-12-12,65943
430737,Jeane,Kadhim,Senior Staff,1992-04-05,71332
232446,Chirstian,Siepmann,Senior Staff,1997-08-28,44586
495432,Halsur,Aloia,Senior Staff,1987-06-19,50347
232508,Kankanahalli,Brickell,Senior Staff,1985-03-19,48048
232526,Stepehn,Bernick,Senior Staff,1997-03-02,57551
232543,Moni,Masada,Senior Staff,1987-10-27,45656
232559,Ramya,Vernadat,Senior Staff,1992-08-11,54630
430754,Zengping,Langford,Senior Staff,1998-05-27,82629
430759,Fumiko,Buchter,Senior Staff,1990-02-02,55232
10387,Parto,Wrigley,Senior Staff,1999-01-07,61374
232597,Weiye,Butner,Senior Staff,2000-07-06,40000
232599,Haldon,Kropf,Senior Staff,1992-05-10,92502
471162,Renee,Pouyioutas,Senior Staff,1995-04-01,40000
232617,Kamran,Guerreiro,Senior Staff,1998-11-25,62009
430807,Suvo,Terwilliger,Senior Staff,1988-04-13,54812
21542,Miomir,Sherertz,Senior Staff,1995-03-05,56185
232817,Gio,Garigliano,Senior Staff,1997-05-05,40000
37814,Adel,Salvesen,Senior Staff,1995-09-12,86781
430813,Bodo,Carrere,Senior Staff,1992-06-11,40000
232857,Ebbe,Swiss,Senior Staff,1992-12-03,76574
430820,Tse,Snedden,Senior Staff,2000-12-11,40000
232878,Xinyu,Peroz,Senior Staff,2001-08-04,40845
232880,Uli,Reutenauer,Senior Staff,1997-04-21,40000
232882,Zhigen,Pepe,Senior Staff,1986-10-12,82153
232883,Gita,Lorie,Senior Staff,1993-12-21,62549
232888,Ennio,Comellas,Senior Staff,1986-04-08,43882
232890,Alair,Herath,Senior Staff,1992-03-12,40000
430841,Wanqing,Menyhert,Senior Staff,2002-01-16,75899
232897,Toney,Douceur,Senior Staff,1994-10-15,45363
232907,Bernd,Christ,Senior Staff,1991-12-06,47728
488400,Claudi,Gulla,Senior Staff,1993-07-12,75929
37813,Paddy,Kamble,Senior Staff,1993-02-02,53416
232921,Ugo,Ravishankar,Senior Staff,1996-09-15,58012
232933,Keung,Solovay,Senior Staff,1987-12-23,60920
232947,Noritoshi,Meriste,Senior Staff,1994-12-02,58343
233187,Lunjin,Czaja,Senior Staff,1987-12-27,58358
37751,Jacopo,DuBourdieux,Senior Staff,2002-02-06,59872
233212,Kazuhiro,Yurov,Senior Staff,1999-05-16,43816
233250,Jayson,Hoogerwoord,Senior Staff,2001-02-10,96162
21518,Minghong,Slaats,Senior Staff,1994-12-05,54437
233257,Mikhail,Waeselynck,Senior Staff,1985-03-29,86522
431048,Selwyn,Sluis,Senior Staff,1986-11-22,40000
21507,Mansur,Benzmuller,Senior Staff,1985-07-18,40000
431062,Chikara,Magalhaes,Senior Staff,1995-07-15,40000
21275,Waiman,Suppi,Senior Staff,1995-04-23,40000
233330,Shuji,Spelt,Senior Staff,1996-09-06,51730
233341,Serge,Lienhardt,Senior Staff,1993-11-13,40000
431078,Adib,Ananiadou,Senior Staff,1994-07-01,73990
233547,Masali,Dichev,Senior Staff,1993-02-02,97112
488407,Leandro,Codenie,Senior Staff,1996-03-26,50739
233570,Jessie,Sridhar,Senior Staff,1995-06-26,51752
233588,Gill,Genin,Senior Staff,1997-02-12,89133
233594,Xiahua,Yamaashi,Senior Staff,1991-03-24,80687
233602,Ulf,Aloia,Senior Staff,1991-04-30,59483
233610,Mabo,Litzler,Senior Staff,1987-08-08,80097
471375,Youssef,Beeson,Senior Staff,1996-09-10,41901
233649,Fumiya,Gustavson,Senior Staff,2000-01-14,40000
233652,Hatim,Auria,Senior Staff,1993-02-07,66535
488413,Arun,Calkin,Senior Staff,1989-10-16,40000
495458,Kristen,Przulj,Senior Staff,1996-12-22,40000
471388,Amalendu,Poupard,Senior Staff,1994-06-23,51524
233701,Shen,Nollmann,Senior Staff,1994-09-28,76431
431145,Kristinn,Kavanagh,Senior Staff,2001-11-22,81973
488442,Houman,Wynblatt,Senior Staff,1992-11-17,59977
471395,Rasikan,Eickenmeyer,Senior Staff,1994-09-16,75448
471396,Monique,Itschner,Senior Staff,1999-12-17,79648
431161,Troy,Rosin,Senior Staff,1992-05-18,40023
233966,Shimshon,Albarhamtoshy,Senior Staff,1995-09-07,89348
431176,Kerryn,Miara,Senior Staff,1997-10-06,40000
471404,Toshimo,Kopetz,Senior Staff,1995-08-05,42075
234014,Yuqun,Schoegge,Senior Staff,1994-08-03,58796
234015,Uwe,Hiltgen,Senior Staff,2001-12-05,47278
431214,Navid,DuCasse,Senior Staff,1996-10-17,66677
234025,Uta,Boyle,Senior Staff,2000-01-18,40000
234031,Xudong,Hitomi,Senior Staff,1994-05-11,70814
234046,Guadalupe,Valtorta,Senior Staff,2001-09-15,70993
234054,Janche,Cronan,Senior Staff,1988-12-09,64043
234084,Rance,Viele,Senior Staff,1998-02-22,62330
471418,Chinhyun,Ishibashi,Senior Staff,1996-07-10,49728
234098,Saddek,Ulupinar,Senior Staff,1997-04-08,73194
431426,Elvia,Billingsley,Senior Staff,1994-02-08,40000
37516,Leon,Syrzycki,Senior Staff,1996-12-19,75299
234310,Bojan,Murtagh,Senior Staff,2000-10-15,68083
234311,Fusako,Haddadi,Senior Staff,1992-11-20,63461
234312,Zissis,Ruther,Senior Staff,1995-12-12,55167
37507,Kamran,Quittner,Senior Staff,1993-07-04,65398
37501,Mona,Syang,Senior Staff,1996-12-18,40000
431428,Arne,Impagliazzo,Senior Staff,1995-08-07,40000
234334,Kshitij,Kornatzky,Senior Staff,2000-05-26,72192
234337,Masasuke,Thorensen,Senior Staff,2001-08-10,56745
431430,Dannz,Rousseau,Senior Staff,1996-12-27,51229
21239,Krister,Chinin,Senior Staff,1990-01-05,49269
234361,Chiranjit,Kamber,Senior Staff,1991-08-01,48268
234374,Hairong,Shackell,Senior Staff,1996-06-15,66228
234394,Kazuhide,Sichman,Senior Staff,1992-05-30,84082
234397,Tsz,Oskamp,Senior Staff,2000-06-26,40000
488456,Eran,Vesna,Senior Staff,1995-05-28,64753
431465,Kristinn,Mahmud,Senior Staff,1994-10-24,79537
431480,Zhigen,Christ,Senior Staff,2002-05-13,63778
234438,Sreekrishna,Schnelling,Senior Staff,1985-06-19,59939
234452,Yifei,Schwabacher,Senior Staff,1992-08-25,53362
37496,Danny,Tchuente,Senior Staff,1989-08-28,72940
471424,Freyja,Jiang,Senior Staff,1999-06-15,40000
37463,Lihong,Nittel,Senior Staff,1988-01-08,70632
234677,True,Juneja,Senior Staff,1994-08-13,53296
495459,Leen,Genin,Senior Staff,1993-02-23,67484
431515,Udaiprakash,Whittlesey,Senior Staff,1987-03-17,58193
234699,Sachio,Azumi,Senior Staff,1996-02-04,40000
234709,Lena,Chandrasekhar,Senior Staff,1998-05-04,58833
234718,Jasminko,Assaf,Senior Staff,1991-10-11,40000
234740,DeForest,Schaar,Senior Staff,1987-01-10,45891
431518,Jovan,Mateescu,Senior Staff,1995-02-26,61921
37452,Wanqing,Weiland,Senior Staff,1992-06-20,40000
234782,Yuriy,Pehl,Senior Staff,1998-10-13,73482
234801,Jianhao,Perfilyeva,Senior Staff,1986-07-08,57278
234802,Yinlin,Debuse,Senior Staff,1991-11-03,40000
37442,Subhada,Lipner,Senior Staff,1993-07-27,70371
488474,Chenye,Hainaut,Senior Staff,1998-06-09,65543
431557,Chiradeep,Plotkin,Senior Staff,1994-02-01,42874
14675,Teunis,Angel,Senior Staff,1988-09-25,40000
235029,Satoru,Oaver,Senior Staff,1998-08-04,69773
431588,Kannan,Ranum,Senior Staff,1993-05-16,40000
235063,Noritoshi,Schwartzburd,Senior Staff,1987-02-14,70093
235088,Gilbert,Mersereau,Senior Staff,1993-11-02,73803
235098,Christ,Murtha,Senior Staff,1992-05-03,63959
235110,Boriana,Biran,Senior Staff,1993-08-17,56847
235115,Sandeepan,Byoun,Senior Staff,1993-12-30,44968
431810,Tadahiro,Ushiama,Senior Staff,1993-02-27,40000
431818,Chaitali,Ambroszkiewicz,Senior Staff,1995-09-18,40000
37432,Gino,Dichev,Senior Staff,1993-07-13,70777
235180,Mototsugu,Bade,Senior Staff,1991-03-15,59038
235197,Abdelwaheb,Baig,Senior Staff,1987-05-22,46322
235215,Toshimori,Fetvedt,Senior Staff,1995-09-14,40000
235225,Aloke,Binding,Senior Staff,1994-01-15,49519
431834,Martins,Delgrange,Senior Staff,1995-12-31,43438
37383,Roddy,Chepyzhov,Senior Staff,1995-03-03,46881
235263,Fusako,Apsitis,Senior Staff,1996-02-01,40000
431853,Doohun,Hooghiemstra,Senior Staff,1992-02-11,85144
21161,Irena,Moffat,Senior Staff,1993-08-10,40000
235271,Gregory,Azuma,Senior Staff,1991-08-20,54518
37186,Maha,Feinberg,Senior Staff,1993-12-29,40527
21143,Mayumi,Hennings,Senior Staff,1985-11-25,82365
431895,Xiaoqiang,Speel,Senior Staff,1992-11-26,76744
37179,Khun,Eterovic,Senior Staff,2001-07-07,40000
235317,Sorina,Gerteisen,Senior Staff,1995-10-23,79863
471444,Xinan,Welham,Senior Staff,1994-08-03,66925
37141,Zhigen,Meriste,Senior Staff,1995-09-20,40000
488477,Gregory,Matzel,Senior Staff,1986-06-01,40000
235359,Badri,Snyers,Senior Staff,2000-12-24,60824
235364,Marie,Keohane,Senior Staff,1987-01-04,88610
488478,Shugo,Candan,Senior Staff,1994-06-28,42286
431965,Gianluca,Melton,Senior Staff,1988-11-04,88347
235377,Guther,Kusalik,Senior Staff,1994-04-21,83863
235382,Ghassan,Pillow,Senior Staff,1994-07-07,74123
235386,Eirik,Egerstedt,Senior Staff,1999-08-05,40000
471461,Jovan,Brickell,Senior Staff,2000-12-03,40000
235394,Visit,Ecklund,Senior Staff,1991-10-05,40000
431982,Randi,Parfitt,Senior Staff,1997-08-26,54422
498462,Renny,Iisaku,Senior Staff,1992-07-18,55565
488525,Leen,Zolotykh,Senior Staff,1995-04-10,68668
235609,Aamer,Talmor,Senior Staff,1992-03-11,53897
235643,Bernardo,Gyimothy,Senior Staff,1995-03-29,58856
235645,Mona,Carrere,Senior Staff,1985-11-26,107299
235658,Adil,Gyorkos,Senior Staff,1995-06-28,57958
37101,Jaewon,Pappas,Senior Staff,1995-09-08,54846
235661,Along,Menhardt,Senior Staff,1994-04-10,81857
235665,Geraldo,Lukaszewicz,Senior Staff,1992-03-28,41033
471517,Arnd,Siochi,Senior Staff,1999-06-17,58296
471529,Munir,Aloia,Senior Staff,2002-05-10,76906
488530,Guther,Vuskovic,Senior Staff,1995-06-02,66820
235708,Jayesh,Backhouse,Senior Staff,1995-01-26,40000
235710,Sachem,Bonifati,Senior Staff,1996-07-12,82460
235720,Wilmer,Lores,Senior Staff,1993-07-06,40000
235731,Rosalyn,Gill,Senior Staff,1992-09-14,40000
235740,Arco,Baer,Senior Staff,2002-07-26,86294
235957,Kwangho,Ulupinar,Senior Staff,1987-03-21,57563
432082,Mihalis,Rebaine,Senior Staff,1995-05-30,40000
471546,Cedric,Picht,Senior Staff,1986-07-05,81918
21133,Carrsten,Brizzi,Senior Staff,1991-11-16,80323
236041,Girolamo,Nergos,Senior Staff,1992-08-12,66702
432106,Kirk,Thorelli,Senior Staff,1991-05-17,57655
432110,Vasiliy,Debuse,Senior Staff,1985-10-21,50658
14648,IEEE,Lorys,Senior Staff,1994-11-16,89209
37087,Claudi,Angel,Senior Staff,1998-04-24,40991
21110,Shaowei,Solares,Senior Staff,1991-01-26,88140
471550,Sadegh,Fujisaki,Senior Staff,1986-08-22,63194
236119,Emran,Schwartzburd,Senior Staff,1991-08-27,84041
432141,Marsha,Hebert,Senior Staff,1999-08-23,40000
471747,Tadahiro,Krider,Senior Staff,1986-09-26,40000
488541,Raimond,Luck,Senior Staff,1991-07-05,64090
236332,Jeanne,Berstel,Senior Staff,1987-07-06,61432
236381,Breannda,Stavenow,Senior Staff,1991-11-12,72950
236396,Zhonghui,Spataro,Senior Staff,1989-06-02,54241
37068,Xiaoqiang,Delgrande,Senior Staff,1993-03-20,67150
499444,Radoslaw,Hofting,Senior Staff,1988-03-26,87182
236417,Nikolaus,Beilner,Senior Staff,1997-01-26,68215
236447,Achilleas,Vasanthakumar,Senior Staff,1997-01-20,59038
236451,Taegyun,Mahmud,Senior Staff,2002-01-15,40000
236466,Yinghua,Krohn,Senior Staff,1987-09-26,54563
488767,Lubomir,Adachi,Senior Staff,1997-04-09,40000
236733,Ziva,Pero,Senior Staff,1994-03-17,58380
14639,Arvind,Hempstead,Senior Staff,1994-11-08,79405
432426,Achilleas,Szemeredi,Senior Staff,2001-03-23,62465
236764,Ibibia,Ulupinar,Senior Staff,2001-02-22,46095
37060,Somnath,Morrey,Senior Staff,1994-06-10,43123
236787,Suebskul,Rathonyi,Senior Staff,1995-04-26,63515
236795,Arno,Trystram,Senior Staff,1998-05-18,41363
432436,Leni,Ozeri,Senior Staff,1993-09-21,49987
432442,Fabrizio,Azadmanesh,Senior Staff,1988-08-16,40000
432453,Mrinalini,Garnham,Senior Staff,1990-09-17,60110
36819,Tadahiro,Parveen,Senior Staff,1991-03-23,85601
488794,Bodo,Serdy,Senior Staff,1987-03-11,79213
237073,Cheong,Moehrke,Senior Staff,1994-03-28,40000
432476,Seongbae,Mikschl,Senior Staff,1996-12-24,40000
237095,Babette,Luck,Senior Staff,1998-01-14,40000
237134,Nitsan,Aloisi,Senior Staff,1996-02-06,48296
432483,Zhanqiu,Taneja,Senior Staff,1994-07-26,76880
237142,Dung,Schiper,Senior Staff,1993-03-11,40000
237153,Douadi,Lukaszewicz,Senior Staff,1994-07-15,40000
237154,Makato,Bardell,Senior Staff,1986-09-25,61073
237156,Khedija,Berendt,Senior Staff,1995-03-15,40000
471790,Charmane,Asrin,Senior Staff,1987-02-09,63830
432497,Sreekrishna,Champarnaud,Senior Staff,1986-02-26,67221
237175,Adil,Reutenauer,Senior Staff,1994-12-14,53992
237178,Kiyokazu,Anick,Senior Staff,1998-03-05,48903
237186,Mingzeng,Selenyi,Senior Staff,1995-02-28,55573
20857,Jinxi,Werthner,Senior Staff,1987-05-24,40000
237202,Hongzhu,Hettesheimer,Senior Staff,1992-04-24,67823
237227,Jasminko,Baba,Senior Staff,1997-08-15,40000
36810,Fox,Schach,Senior Staff,1993-03-07,40000
36795,Nidapan,Einsfeld,Senior Staff,1995-05-07,66279
237460,Masami,Ramsey,Senior Staff,2001-09-21,43009
237472,Rosita,Grospietsch,Senior Staff,1997-02-07,40000
432512,Pranjal,Colorni,Senior Staff,1995-01-22,76142
36738,Valeri,Haddadi,Senior Staff,1991-08-20,51151
237479,Patricio,Comyn,Senior Staff,2001-09-15,41618
432516,Arlette,Karcich,Senior Staff,1999-02-24,40000
471799,Heather,Flanders,Senior Staff,1991-10-10,41935
471800,Guttorm,Diderrich,Senior Staff,1994-08-12,63471
237497,Turgut,Stavenow,Senior Staff,1992-09-19,40000
20836,Jingling,Alameldin,Senior Staff,1986-12-20,84293
432749,Miomir,Heemskerk,Senior Staff,1998-06-28,67856
237537,Avishai,Jarecki,Senior Staff,1991-01-18,44606
237542,Weicheng,Hatcliff,Senior Staff,1991-04-12,108963
237546,Guttorm,Clemencon,Senior Staff,1988-08-05,61298
237548,Khalil,Cappelletti,Senior Staff,1988-03-16,61731
237558,Nikolaos,Riefers,Senior Staff,1988-12-04,56979
237570,Ennio,Perng,Senior Staff,1998-08-17,55597
237571,Ronghao,Schaad,Senior Staff,2001-06-14,45528
432789,Leucio,Slaats,Senior Staff,1985-05-10,44771
237576,Alper,Andreotta,Senior Staff,1993-06-05,40000
237581,Jiang,Szemeredi,Senior Staff,1996-07-11,76279
237585,Elzbieta,Kawashima,Senior Staff,1999-10-29,81223
432798,Berry,Denna,Senior Staff,1999-08-23,40000
432804,Bluma,McDermid,Senior Staff,1996-07-14,65010
432807,Alenka,Oppitz,Senior Staff,1993-04-27,63667
237874,Otmar,Castellani,Senior Staff,1998-05-05,48262
432810,Sibyl,Fetvedt,Senior Staff,1995-12-23,49996
20828,Brewster,Sewelson,Senior Staff,1990-12-06,76056
432828,Chikako,Malabarba,Senior Staff,1991-02-02,59472
20813,Srinidhi,Sinicrope,Senior Staff,1993-10-02,107655
237959,Van,Huxford,Senior Staff,1990-11-14,46953
237965,Toong,Solovay,Senior Staff,1994-11-19,40000
432859,Guther,Massonet,Senior Staff,1995-10-23,40000
238172,Radhia,Vuskovic,Senior Staff,1994-03-28,85072
498464,Shunichi,Eppinger,Senior Staff,1997-07-08,62920
432880,Shalesh,Masand,Senior Staff,1991-10-12,66891
488813,Elliott,Gelosh,Senior Staff,1993-09-15,56911
433077,Zongyan,Mungall,Senior Staff,1993-02-06,73803
471839,Christoph,Honiden,Senior Staff,1991-07-10,58452
488818,Masasuke,Tchuente,Senior Staff,1993-02-14,40000
36698,Aksel,Shackel,Senior Staff,1997-04-08,63881
238290,Freyja,Awdeh,Senior Staff,1994-09-26,41309
238298,Prasadram,Cunliffe,Senior Staff,2001-02-10,40000
238302,Yishay,Kushnir,Senior Staff,1993-09-21,40000
433105,Leif,Cmelik,Senior Staff,1985-03-14,79436
471858,Chinya,Ruther,Senior Staff,1986-11-06,40000
20765,Steve,Viele,Senior Staff,1993-06-17,45556
238548,Masato,Zhang,Senior Staff,1997-12-17,40000
433131,Abdulla,Papastamatiou,Senior Staff,1991-05-13,40613
238599,Tokuyasu,Breugel,Senior Staff,1997-10-26,58429
238605,Pranay,Negoita,Senior Staff,1993-11-16,43410
11751,Jiafu,Emiris,Senior Staff,1993-11-03,40000
488857,Arto,Garrabrants,Senior Staff,1990-10-08,40000
433151,Mrinalini,Pauthner,Senior Staff,1999-11-16,73395
238643,Fumiko,Anido,Senior Staff,1998-11-10,40000
238644,Sanjoy,Jiang,Senior Staff,1994-04-07,40000
238659,Khalil,Zirintsis,Senior Staff,1998-07-31,40000
238669,Masako,Rosenbaum,Senior Staff,1998-11-09,46456
238684,Jahangir,Asmuth,Senior Staff,1994-01-26,40955
471870,Tze,Seiwald,Senior Staff,1993-11-09,40000
238700,Arch,Hebden,Senior Staff,1993-12-16,72769
433172,Nagui,Curless,Senior Staff,2001-12-31,40000
238717,Mario,Kumaresan,Senior Staff,1993-08-09,47018
238920,Khatoun,Perly,Senior Staff,1993-07-14,40000
495499,Filipp,Onuegbe,Senior Staff,1997-10-29,40000
238935,Janalee,Jakobus,Senior Staff,1994-04-02,66668
433188,Bernt,Petereit,Senior Staff,1998-10-20,40000
238968,Freyja,Jonsson,Senior Staff,1986-12-05,40000
433193,Badri,Shihab,Senior Staff,2000-05-07,50084
36660,Uli,Potthoff,Senior Staff,1990-04-28,40000
433203,Shigenori,Cappelli,Senior Staff,1994-09-09,71506
238992,Fox,Hiyoshi,Senior Staff,1995-06-21,54017
471899,Eran,Molberg,Senior Staff,1999-11-22,40000
239019,Itzchak,Demir,Senior Staff,1990-03-26,40337
239021,Christ,Foong,Senior Staff,1995-02-24,74128
239022,Maik,Selenyi,Senior Staff,1998-02-10,42561
239065,Akhilish,Braunmuhl,Senior Staff,1993-05-20,70888
239066,Stafford,Pesch,Senior Staff,1988-06-06,47299
239078,Szabolcs,Narwekar,Senior Staff,1996-03-02,47445
239087,Yishai,Birjandi,Senior Staff,1993-06-29,83757
471904,Youssef,Brender,Senior Staff,1995-07-07,69249
488877,Magy,Baca,Senior Staff,1986-10-17,64268
433235,Premsyl,Serov,Senior Staff,1996-10-07,40000
239295,Pragnesh,Orlowska,Senior Staff,1993-02-06,83047
433239,Marlo,Vadhan,Senior Staff,1996-06-21,53462
11746,Koichi,Marrakchi,Senior Staff,1995-11-18,55951
