emp_no,title,first_name,last_name,from_date
452630,Senior Engineer,Girolamo,Stenning,1996-01-13
452634,Senior Staff,Seongbae,Iacovou,1994-04-02
452642,Senior Engineer,Takahiro,Schiettecatte,1994-11-01
452666,Senior Staff,Danai,Percebois,1994-04-26
452675,Senior Staff,Leszek,Lemarechal,1991-12-30
452682,Engineer,Shounak,Wixon,2001-09-16
452687,Senior Staff,Moss,Wissmann,1986-03-24
452690,Senior Staff,Maia,Hempstead,1996-02-14
452700,Technique Leader,Aral,Minakawa,1996-04-25
452705,Senior Engineer,Takanari,Wursthorn,1994-01-25
452715,Engineer,Taegyun,Marshall,1995-12-17
452739,Engineer,Yinghua,Thombley,1997-03-03
452759,Senior Staff,Kazuhide,Uehara,1986-01-09
452761,Staff,Vishwani,Hellwagner,1996-04-01
452769,Senior Engineer,Domenick,Huhdanpaa,1986-03-11
452777,Senior Engineer,Rance,Chiola,1995-06-07
452779,Senior Engineer,Berto,Verhaegen,1988-05-14
452785,Engineer,Honglan,Cusworth,1995-11-10
452792,Senior Staff,Dmitry,Bade,1991-09-30
452796,Senior Staff,Xinan,Flexer,2001-12-09
452798,Senior Engineer,Bezalel,Tsukune,1992-05-27
452800,Senior Staff,Florina,Cromarty,1991-08-20
452809,Engineer,Tzvetan,Picel,1995-01-30
452829,Senior Engineer,Pohua,Businaro,1989-12-04
452837,Assistant Engineer,Muzhong,Garnham,1999-11-08
452846,Staff,Phule,Dengi,1996-04-14
452851,Senior Engineer,Khatoun,Bouloucos,1998-03-24
452858,Technique Leader,Tiina,Bage,1992-12-12
452869,Senior Engineer,Abdulla,Klassen,1991-07-01
452877,Senior Engineer,Florina,Plump,1990-05-04
452891,Senior Staff,Abdelaziz,Bennet,1996-03-18
452928,Senior Staff,Etsuo,Bondorf,1998-08-17
452931,Senior Engineer,Willard,Muhling,1987-11-27
452975,Senior Engineer,Mari,Honglei,1987-04-28
452997,Senior Staff,Jayson,Kilgour,1987-05-13
453003,Senior Engineer,Xiaoheng,Attimonelli,1995-05-12
453005,Senior Engineer,Hitofumi,Khalid,1998-07-22
453023,Senior Staff,Bedir,Markovitch,1987-02-14
453033,Senior Engineer,Mong,Erdmenger,1988-02-14
453043,Senior Engineer,Oscal,Ressouche,1997-01-19
453069,Senior Staff,Bowen,Marzano,1986-08-13
453076,Engineer,Gunilla,Azuma,1998-11-23
453081,Engineer,Seongbin,Penn,2000-01-28
453084,Senior Engineer,Serap,Soicher,1987-04-17
453095,Senior Engineer,Minghong,Hopewell,1996-10-26
453108,Senior Staff,Padma,Sevcikova,1987-06-29
453126,Senior Engineer,Jeanna,Lowrie,1995-09-03
453133,Staff,Mani,Terekhov,1999-04-27
453137,Engineer,Krisda,Caine,1999-06-24
453150,Engineer,Shahid,Deville,1998-10-13
453151,Senior Staff,Yuping,Rosiles,1992-09-10
453155,Senior Staff,Rosella,Matzov,1992-08-11
453161,Senior Engineer,Shuho,Mondadori,1991-07-14
453177,Senior Engineer,Lokesh,Ranai,1988-03-07
453181,Senior Staff,Vasilii,Schaar,1995-06-04
453183,Senior Staff,Maha,Ventosa,1993-06-02
453186,Senior Staff,Gad,Nittel,2000-12-15
453190,Senior Engineer,Kiam,Danley,1986-05-28
453206,Senior Engineer,Marsja,Schaft,1993-03-13
453211,Senior Engineer,Tayeb,Merro,1999-11-30
453214,Senior Engineer,Xiaoheng,Hennebert,1998-12-17
453215,Technique Leader,Rajmohan,Hasenauer,1987-01-05
453220,Senior Staff,Munehiko,Waleschkowski,1994-01-18
453223,Technique Leader,Tomofumi,Versino,1985-12-16
453235,Staff,Unal,Harbusch,1999-10-17
453241,Senior Engineer,Utpal,Openshaw,2000-05-14
453245,Technique Leader,Shir,Reinhart,1990-02-20
453262,Technique Leader,Manohar,Eiron,1987-04-12
453265,Senior Engineer,Kauko,Auria,1994-05-27
453268,Senior Engineer,Debaprosad,Michaeli,1996-05-11
453273,Senior Staff,Sandeepan,Lanteri,1996-02-03
453274,Staff,Kien,Kitsuregawa,1996-10-05
453278,Senior Staff,Fumiyo,Camurati,1996-08-06
453308,Senior Staff,Claude,Zeleznik,1993-05-03
453316,Senior Engineer,Gennady,Conde,1994-04-01
453342,Senior Staff,Sashi,Matzel,1996-05-21
453355,Senior Staff,Valeri,Unno,1992-05-11
453360,Senior Engineer,Jianhao,Perfilyeva,2001-10-09
453379,Senior Engineer,Aron,Beausoleil,1997-07-22
453381,Senior Engineer,Francoise,Erie,1992-06-17
453405,Senior Engineer,Takushi,Merli,1992-11-11
453406,Senior Engineer,Nalini,Itzfeldt,1988-05-21
453448,Senior Staff,Nahum,Coorg,1994-04-27
453464,Staff,Ferdinand,Tokunaga,1999-04-20
453466,Senior Engineer,Tonny,Stellhorn,1993-10-12
453479,Senior Staff,Zhensheng,Sudbeck,1988-12-12
453486,Senior Staff,Kitty,Fendler,1993-02-21
453488,Technique Leader,Aral,Hiyoshi,1990-04-12
453491,Technique Leader,Theirry,Aloisi,1987-01-28
453501,Senior Engineer,Yishai,Pocchiola,1992-01-08
453504,Senior Staff,Selwyn,Demke,1993-05-12
453509,Senior Engineer,Douadi,Fiebach,1993-09-27
453527,Engineer,Mohd,Tagansky,1998-07-27
453529,Senior Engineer,Lokesh,Journel,1993-02-01
453533,Senior Staff,Sariel,Hockney,1995-02-21
453541,Senior Engineer,Fumitake,Stasinski,1992-09-20
453577,Senior Staff,Alexius,Erie,1996-02-08
453591,Senior Staff,Odoardo,Cullers,1999-11-05
453593,Senior Staff,Sham,Lally,1993-06-09
453595,Senior Engineer,Ewing,Rubsam,1999-09-17
453596,Senior Staff,Boutros,Petersohn,1996-12-06
453600,Senior Engineer,Billie,Bahk,1994-01-07
453606,Senior Staff,Teunis,Puoti,1991-06-02
453621,Senior Staff,Nobuyoshi,Dahlbom,1995-10-16
453626,Senior Staff,Basem,Swiss,1996-07-09
453639,Assistant Engineer,Magy,Fujisaki,1997-10-11
453652,Senior Engineer,Shaw,Baba,1999-02-17
453654,Senior Staff,Thodoros,Warwick,1986-11-17
453658,Senior Staff,Gao,Thorelli,1994-12-26
453660,Senior Staff,Supot,Lueh,1998-04-11
453661,Senior Engineer,Yifei,Stanger,1991-12-05
453667,Senior Engineer,Takahiro,Swan,1996-10-22
453698,Senior Staff,Waiman,Garnier,1995-04-24
453704,Senior Engineer,Alper,Murtafg,1985-10-18
453706,Engineer,Masoud,Ritcey,1997-06-22
453708,Senior Engineer,Brigham,Encarnacion,1993-07-04
453718,Senior Staff,Mohan,Kumaresan,1997-07-13
453722,Senior Staff,Maja,Ushiama,1985-10-10
453726,Senior Engineer,Yakkov,Gadepally,2000-06-12
453734,Senior Engineer,Junsik,Aloisi,1995-12-17
453736,Senior Staff,Siamak,Schmiedel,1994-09-22
453738,Senior Engineer,Aran,Katalagarianos,1994-05-30
453759,Senior Engineer,Abdelkader,Desikan,1993-11-28
453766,Staff,Vatsa,Begiun,1999-11-08
453775,Technique Leader,Gennady,Munawer,1985-07-24
453793,Senior Staff,Mario,Neiman,1991-03-25
453800,Senior Staff,Berry,Rosiles,1995-12-11
453805,Senior Engineer,Ziyad,Selvestrel,2001-11-12
453808,Engineer,Hidefumi,Ruemmler,1999-07-07
453809,Senior Engineer,Mang,Chelton,1988-02-17
453811,Senior Staff,Mountaz,Shimshoni,1991-11-23
453817,Senior Engineer,Saniya,Slobodova,1994-12-14
453822,Senior Staff,Claude,Piancastelli,1993-05-24
453829,Senior Staff,Yuichiro,Kamber,1998-12-21
453837,Senior Staff,Shrikanth,Basawa,1991-08-07
453842,Technique Leader,Satoru,Guerreiro,1988-03-12
453874,Senior Engineer,Arnould,Erol,2001-10-20
453887,Senior Engineer,DeForest,Hooghiemstra,1994-06-08
453904,Senior Staff,Almudena,Range,1994-07-02
453917,Technique Leader,Raimond,Morrow,1993-12-29
453926,Senior Engineer,Kwee,Ginneken,2001-08-28
453928,Senior Staff,Constantino,Underwood,1985-05-12
453952,Staff,Constantino,Callaway,1999-01-20
453955,Senior Engineer,Abdelghani,Covnot,1994-07-26
453956,Senior Staff,Salvador,Heystek,1995-04-25
453972,Senior Staff,Shem,Molenaar,1994-06-07
453985,Senior Engineer,Kenton,Merle,1999-10-16
454013,Senior Staff,Vidar,Bressoud,1992-12-22
454032,Senior Staff,Visit,Lipner,1994-07-13
454057,Senior Staff,Jianwen,Sabnani,1996-03-18
454081,Senior Staff,Paddy,Angiulli,1995-09-02
454093,Senior Staff,Leen,Taubenfeld,1989-08-10
454095,Senior Staff,Keiichiro,Kalefeld,1994-02-26
454100,Senior Engineer,Guadalupe,Chaudhury,1993-03-15
454101,Senior Staff,Anneke,Leslie,1993-11-16
454108,Senior Staff,Kenton,Panienski,1986-04-05
454110,Senior Engineer,Franziska,Ramalingam,1996-09-21
454132,Senior Engineer,Ugo,Boreale,1990-04-17
454136,Senior Staff,Vishwani,Leaver,1996-01-12
454178,Senior Engineer,Yoshimitsu,Genin,1994-11-10
454182,Senior Staff,Mack,Cooke,2000-07-23
454199,Senior Engineer,Evgueni,Pezzoli,1992-10-23
454201,Senior Engineer,Xumin,Sullins,1992-03-02
454215,Senior Staff,Koichi,Brender,1998-08-08
454218,Senior Engineer,Mokhtar,Ducloy,2002-02-23
454231,Senior Staff,Giordano,Schoegge,1986-11-29
454233,Senior Staff,Ewing,Bruckman,1996-08-02
454247,Senior Staff,Xinan,Perfilyeva,1994-06-07
454248,Senior Staff,Wuxu,Gornas,1994-05-07
454261,Staff,Gor,Schaaf,1995-06-02
454271,Senior Engineer,Uta,Sullins,2002-07-22
454274,Senior Engineer,Masali,Bamford,1995-03-28
454288,Staff,Mitchel,Marchesini,1995-12-19
454292,Senior Engineer,Feixiong,Schapiro,1994-11-10
454293,Senior Staff,Mohua,Underwood,1991-09-18
454310,Senior Engineer,Khue,Speckmann,1986-10-01
454322,Senior Staff,Dulce,Delaune,1986-07-19
454340,Technique Leader,Amabile,Alencar,1999-06-05
454344,Senior Staff,Sasan,Binkley,1986-12-21
454354,Senior Engineer,Hugo,Vilarrasa,1998-05-10
454365,Senior Engineer,Kazuhisa,Koshino,1999-07-13
454375,Senior Staff,Nevio,Paludetto,1992-12-30
454376,Senior Staff,Fabrizio,Rosaz,1994-08-19
454379,Senior Engineer,Bogdan,Gulak,1985-06-21
454383,Senior Engineer,Jungsoon,Beerel,1997-02-13
454389,Engineer,Nathan,Garnick,1994-10-14
454398,Senior Staff,Qunsheng,Braunmuhl,1996-08-08
454400,Senior Staff,Gen,Vecchi,1998-06-10
454419,Senior Engineer,Vasilii,DeMori,1988-05-26
454444,Staff,Mamdouh,Wynblatt,1998-06-19
454449,Senior Engineer,Jasminko,Wilfing,2001-06-09
454450,Senior Staff,Mandell,Hanabata,1993-04-18
454458,Senior Engineer,Boriana,Vesna,1995-07-02
454464,Senior Engineer,Hisao,Rothe,2001-10-13
454479,Senior Staff,Hitomi,Cromarty,1999-02-16
454492,Senior Staff,Aleksandar,Neimat,1995-03-09
454497,Senior Staff,Gaetan,Kakkar,1994-09-29
454501,Senior Engineer,Hauke,Iivonen,1991-10-20
454514,Technique Leader,Dung,Rosis,1987-01-12
454541,Senior Staff,Gill,Valtorta,2001-10-17
454550,Senior Staff,Ravishankar,Zweizig,1994-03-08
454560,Senior Engineer,Ziyad,Randt,1996-09-02
454578,Senior Staff,Leaf,Takanami,1991-11-06
454598,Senior Staff,Uinam,Ramsay,1998-05-31
454607,Engineer,Elgin,Unno,1995-09-15
454617,Senior Engineer,Dmitry,Schrift,1995-06-17
454627,Senior Staff,Nathan,Foote,1986-04-21
454633,Senior Staff,Gil,Ariola,2000-09-12
454643,Engineer,Woody,Apsitis,1995-12-21
454649,Senior Engineer,Jovan,Crouzet,1994-11-12
454659,Senior Engineer,Xiahua,Kamber,1987-08-05
454663,Senior Engineer,Claudi,Koshiba,1994-01-26
454669,Technique Leader,Jessie,Zeilberger,1992-11-25
454678,Senior Staff,Duke,Shigei,1987-09-10
454680,Senior Engineer,Otilia,Pollock,1992-11-14
454681,Senior Staff,Leen,Eugenio,1994-07-21
454699,Senior Engineer,Huai,Jiafu,1993-09-01
454709,Senior Engineer,Serap,Haldar,2000-07-08
454729,Senior Staff,Parto,Gulak,1994-01-09
454733,Senior Engineer,Peer,Milicia,1994-11-25
454739,Senior Engineer,Paddy,Rikino,1998-09-23
454744,Technique Leader,Martine,Poehlman,1989-09-18
454745,Senior Engineer,Marjo,Vigier,1995-06-02
454750,Senior Engineer,Fumitake,Naudin,1991-01-02
454754,Senior Staff,Bernd,Skogmar,1999-07-14
454761,Senior Engineer,Sumant,Hmelo,1991-03-21
454767,Senior Engineer,Kerryn,Merey,1991-08-02
454774,Senior Engineer,Niranjan,Bugrara,1993-11-01
454789,Senior Staff,Ramachenga,DuBourdieux,1994-09-25
454798,Senior Staff,Richara,Bazzichi,2000-09-29
454801,Senior Staff,Kristin,Cronin,1996-12-29
454816,Senior Staff,Mari,Pavlopoulou,1992-08-16
454830,Senior Engineer,Ottavia,Dehkordi,2002-02-17
454836,Senior Engineer,Kazuyasu,Siprelle,1994-10-27
454862,Staff,Taiji,Mukaidono,1995-03-11
454863,Senior Engineer,Abdelghani,Krichel,1988-12-07
454891,Senior Staff,Ugo,Simmen,1992-08-03
454900,Senior Engineer,Shalesh,Malabarba,1988-07-14
454906,Senior Staff,Subbu,Cannard,1994-11-12
454912,Staff,Roded,Hatcliff,1999-10-31
454929,Senior Engineer,Pintsang,Mateescu,1985-06-11
454931,Engineer,Duangkaew,Salvesen,1997-12-05
454932,Senior Staff,Sampalli,Zaiane,1988-04-30
454948,Senior Staff,Emran,Setia,1986-05-22
454951,Senior Staff,Weiye,Bauknecht,1993-02-22
454963,Senior Staff,Mabo,Weedon,1994-07-11
454966,Senior Staff,Genta,Goodrum,1994-03-06
454979,Senior Engineer,Alagu,Milicic,1998-06-16
454983,Senior Staff,Sedat,Yamaashi,1995-07-03
454987,Senior Engineer,Akemi,Fontet,2000-08-07
454989,Senior Staff,Jinxi,Sidou,1992-02-09
454991,Senior Staff,Haldon,Koblick,1997-12-28
455009,Senior Staff,Udaiprakash,Birta,1993-07-04
455015,Senior Engineer,Sachin,Rohrbach,1999-03-25
455029,Senior Staff,Somnath,Matteis,1987-05-23
455038,Senior Engineer,Bernardo,Kermarrec,1995-01-14
455054,Senior Staff,Ingemar,Lores,2002-05-21
455088,Engineer,Alenka,Sevcikova,1997-08-30
455090,Senior Staff,Jaana,Azuma,1988-10-03
455096,Senior Engineer,Masanao,Zaiane,1992-09-17
455098,Senior Engineer,Seshu,Kambil,1999-05-21
455103,Senior Engineer,Tremaine,Docker,1994-10-23
455106,Senior Staff,Susuma,Porotnikoff,1996-01-11
455112,Senior Staff,Chaoyi,Rosen,1991-11-14
455122,Senior Engineer,Chaosheng,Molenkamp,1993-03-04
455123,Senior Engineer,Satoru,Lamparter,1993-10-30
455129,Senior Staff,Berni,Preusig,1987-03-10
455142,Senior Engineer,Youssef,Bashian,1999-09-11
455145,Technique Leader,Tsuneo,Papsdorf,1991-10-15
455157,Senior Staff,Ravishankar,Setiz,1991-05-23
455159,Senior Staff,Demin,Benantar,1986-01-27
455160,Senior Engineer,Mahendra,Cooley,1991-02-19
455164,Senior Staff,Khosrow,Wilfing,1992-06-09
455165,Senior Staff,Snehasis,Pargas,1992-12-01
455172,Senior Engineer,Chiradeep,Litecky,1993-04-27
455192,Engineer,Shigeichiro,Schwartzbauer,1995-05-31
455203,Senior Engineer,Brewster,Karcich,1992-11-24
455209,Senior Engineer,Shrikanth,Rassart,1998-07-28
455223,Senior Engineer,Sariel,Fabrizio,1989-01-27
455237,Senior Engineer,Kotesh,Walston,1994-05-21
455240,Senior Engineer,Yishai,Speckmann,1994-07-15
455258,Senior Engineer,Vatsa,Leuchs,2000-05-09
455266,Senior Engineer,Zita,Czaja,1994-09-14
455290,Senior Engineer,Heng,Jording,2000-04-04
455302,Staff,Yaghout,Deverell,1997-07-06
455318,Senior Staff,Houman,Schaaf,1986-10-04
455321,Senior Engineer,Tua,Denis,1985-11-10
455333,Senior Engineer,Souichi,Anick,1993-04-21
455335,Senior Engineer,Hisao,Akaboshi,2000-12-01
455336,Senior Staff,Debaprosad,Hatcliff,1992-01-03
455337,Senior Engineer,Kamakshi,Berendt,1997-11-11
455355,Staff,Remko,Rotem,1998-08-29
455356,Engineer,Gretta,Murthy,1998-06-06
455373,Senior Staff,Shimshon,Eiter,1996-03-05
455375,Senior Engineer,Sumali,Zhang,1996-05-15
455392,Senior Engineer,Wojceich,Rothenberg,1994-07-22
455395,Assistant Engineer,Amstein,Kalorkoti,1997-09-03
455402,Senior Staff,Nidapan,Luce,1992-11-25
455413,Senior Engineer,Roddy,Matzat,1987-07-31
455430,Senior Staff,Miyeon,Melichar,2002-02-16
455441,Senior Staff,Yifei,Schiper,1992-05-04
455464,Senior Staff,Willard,Crelier,1985-10-29
455470,Senior Engineer,Gal,Toyoshima,1988-12-22
455476,Senior Staff,Limsoon,Speek,2000-09-13
455490,Senior Staff,Sanjiv,Wielonsky,1996-04-16
455496,Senior Staff,Kasidit,Schaap,1992-03-18
455506,Senior Engineer,Hailing,Penn,1998-01-18
455512,Senior Engineer,Nevin,Pollock,1998-01-21
455525,Senior Engineer,Duro,Murtagh,1995-08-17
455529,Senior Staff,Hidefumi,Rodier,1993-08-10
455533,Senior Staff,Raimond,Shihab,1997-09-06
455554,Senior Staff,Xinyu,Pietrzykowski,2000-12-31
455559,Senior Staff,Shan,Papastamatiou,1997-05-31
455566,Senior Staff,Fayez,Swan,1988-10-14
455579,Senior Staff,Evgueni,Birrer,1998-01-29
455590,Engineer,Claude,Danlos,1998-12-18
455622,Senior Engineer,Teiji,Klyachko,1995-03-28
455626,Senior Staff,Nirmal,Piancastelli,1995-12-15
455630,Senior Staff,Jiong,Muchinsky,1993-06-03
455631,Technique Leader,Barry,Gewali,1997-04-05
455640,Engineer,Takushi,Levasseur,1998-01-28
455642,Senior Staff,Yuchang,Brandsma,1995-02-22
455648,Senior Staff,Shuzo,Munawer,1994-08-06
455649,Senior Engineer,Kirk,Marwedel,2001-03-09
455669,Staff,Reuven,Giaccio,1996-06-02
455682,Engineer,Jahangir,Ranka,1995-06-10
455703,Staff,Guttorm,Jansch,1997-01-02
455727,Senior Staff,Kolar,Veccia,1991-07-05
455734,Senior Engineer,Boutros,Chachaty,1987-12-17
455755,Senior Engineer,Mihalis,Kenevan,1999-05-21
455757,Senior Staff,Valeri,Serot,1993-07-19
455758,Senior Engineer,Garnet,Nilsson,1988-07-07
455759,Senior Staff,Maik,Smailagic,1996-05-03
455769,Senior Staff,KayLiang,Braunmuhl,1986-05-08
455770,Senior Staff,Petter,Picci,1994-09-08
455801,Senior Engineer,Suzette,Paludetto,1990-11-19
455805,Senior Staff,Sergi,Stentiford,1990-12-30
455806,Senior Staff,Bogdan,Schahn,1994-10-04
455809,Senior Engineer,Ramachenga,Dusink,1993-12-08
455837,Senior Staff,Sachin,Lindqvist,1998-03-16
455840,Senior Staff,Naraig,Aumann,1994-12-25
455844,Technique Leader,Masadi,Rosiles,1992-01-24
455848,Senior Engineer,Pramod,Penttonen,1992-08-30
455871,Senior Engineer,Sachar,Verspoor,1994-11-03
455902,Engineer,Marsha,Demos,1996-10-03
455905,Senior Engineer,Ziyad,Peres,1993-09-24
455927,Senior Staff,Gina,Deverell,1996-02-25
455932,Senior Engineer,Wanqing,Polupanov,1995-12-05
455933,Technique Leader,Danco,Beilner,1989-06-10
455947,Senior Engineer,Dipankar,Veccia,1991-02-28
455957,Senior Staff,Mack,Basagni,1997-11-30
455966,Senior Staff,Guoxiang,Rissanen,1991-12-31
455980,Senior Engineer,Masali,Chaudhuri,1992-07-28
455987,Senior Staff,Susanta,Erol,1997-03-07
455991,Senior Staff,Luisa,Ghelli,1995-02-08
455998,Senior Staff,Dante,Panangaden,1992-02-27
455999,Technique Leader,Dhritiman,Nastansky,1986-10-27
456005,Senior Engineer,Jordanka,Kamber,1994-11-19
456007,Senior Staff,Souichi,Aloia,1996-10-24
456015,Engineer,Wuxu,Narlikar,1998-03-19
456030,Senior Engineer,Yechezkel,Smeets,1985-09-05
456036,Senior Engineer,Hitofumi,Swist,1991-12-30
456053,Senior Engineer,Eldridge,Buescher,1994-08-20
456063,Senior Staff,Jayesh,Bolotov,1993-12-14
456066,Engineer,Howell,Chenney,1994-10-28
456071,Senior Staff,Harngdar,Zaccaria,2001-02-22
456078,Engineer,Christoper,Ranka,1996-10-28
456079,Senior Staff,Ayakannu,Kalefeld,1994-03-24
456089,Senior Engineer,Huican,Kamber,2001-12-06
456093,Senior Engineer,Flemming,Ramaiah,1998-02-16
456100,Senior Staff,Monique,Lalonde,1997-01-24
456101,Senior Engineer,Masako,Krone,1993-05-08
456111,Senior Staff,Vincent,Legleitner,1993-08-26
456133,Senior Staff,Aleksander,Ullian,1994-03-22
456144,Senior Staff,Naraig,Hennings,1988-06-10
456149,Senior Engineer,Sigeru,Grospietsch,1998-08-21
456158,Senior Engineer,Jungsoon,Takanami,1993-08-22
456161,Senior Staff,Pranas,Lindenbaum,1985-09-12
456169,Senior Engineer,Kinh,Perl,2002-07-20
456174,Senior Staff,Vojin,Raczkowsky,2001-10-11
456183,Senior Engineer,Adamantios,Bennis,1998-07-09
456204,Senior Staff,Leif,Zschoche,1994-07-21
456205,Senior Engineer,Faiza,Botman,1992-09-15
456216,Senior Engineer,Kenroku,Beausoleil,1994-06-28
456227,Senior Engineer,Martina,Cappello,2000-02-28
456240,Senior Engineer,Lene,Ravishankar,1992-07-29
456241,Senior Engineer,Rafael,Bolsens,1997-09-19
456258,Engineer,Kristian,Anandan,1999-09-18
456281,Senior Staff,Freyja,Trystram,1999-05-27
456286,Senior Staff,Maria,Taubenfeld,1986-12-15
456294,Senior Engineer,Vishv,Shinomoto,1999-09-02
456300,Senior Engineer,Demin,Chiodo,1999-06-16
456317,Senior Engineer,Lucian,Beerel,2000-07-25
456326,Senior Staff,Huican,Stentiford,1991-12-31
456350,Engineer,Mooi,Suri,1997-04-18
456355,Technique Leader,Weiyi,Picaronny,1989-03-07
456361,Senior Engineer,Bouchung,Georgatos,2002-04-18
456364,Senior Engineer,Lunjin,Tagansky,1994-10-02
456367,Senior Staff,Yishai,Kleiser,1986-09-18
456369,Senior Staff,Claude,Giveon,1991-09-04
456394,Senior Staff,Nectarios,Bellone,1988-03-08
456405,Senior Engineer,Ung,Petereit,1998-08-11
456411,Senior Staff,Masanao,Maraist,1999-07-15
456414,Senior Engineer,Leandro,Marshall,1992-03-17
456415,Senior Engineer,Dinkar,Tagansky,1994-07-23
456416,Senior Engineer,Heeju,Lupu,1998-06-06
456429,Senior Staff,Deborah,Stasinski,2000-04-06
456430,Senior Staff,Sukumar,Picel,1995-07-02
456440,Senior Engineer,Kersti,Stassinopoulos,1994-05-14
456443,Senior Staff,Moss,Merks,1993-02-10
456473,Senior Staff,Baoqiu,Ciolek,1986-12-12
456480,Senior Engineer,Gritta,Lamma,1995-09-29
456487,Senior Staff,Jouko,Dechter,2001-01-16
456521,Senior Engineer,Ebbe,Wynblatt,1985-06-26
456525,Senior Staff,Fox,Kading,1995-12-10
456532,Senior Staff,Lijia,Penz,1995-11-09
456542,Senior Engineer,Odoardo,Hanabata,1994-04-08
456553,Senior Staff,Aram,Gulla,1994-04-25
456556,Senior Staff,Gay,Ghemri,1998-10-17
456562,Senior Staff,Sanjai,Brodie,1994-04-21
456584,Senior Engineer,Paris,Talmon,2000-07-28
456601,Staff,Zeljko,Sanella,1999-05-22
456603,Senior Engineer,Khun,Trystram,1998-06-30
456610,Senior Engineer,Erez,Ellozy,1995-07-13
456614,Senior Engineer,Djenana,Iisaku,1996-08-30
456620,Senior Engineer,Dekang,Avouris,1996-02-07
456633,Senior Staff,Paloma,Portugali,1999-01-30
456650,Senior Engineer,Vidar,Lindenbaum,1996-01-27
456657,Staff,Frederique,Akaboshi,1995-04-07
456659,Senior Engineer,Seongbae,Azuma,1994-03-11
456672,Senior Engineer,Jongsuk,Schaap,1991-03-12
456675,Senior Staff,Adin,Sethi,2001-04-26
456677,Senior Staff,Kien,Lieblein,1994-12-12
456683,Senior Engineer,Yishai,Qiwen,1992-06-10
456685,Staff,Gladys,Champarnaud,1996-03-25
456688,Senior Engineer,Petter,Apsitis,1999-02-27
456692,Senior Engineer,Akeel,Polupanov,1995-02-10
456702,Senior Staff,Zorica,Tomescu,1988-06-12
456718,Senior Staff,Arumugam,Gurbaxani,1996-01-25
456719,Senior Staff,Basem,Shumilov,2001-01-14
456736,Senior Staff,Anoosh,Pettit,1993-01-24
456744,Senior Engineer,Maia,Chandrasekhar,2000-12-30
456745,Senior Staff,Yishai,Ishibashi,1997-06-03
456751,Senior Staff,Danai,Pfau,1992-08-26
456765,Senior Staff,Duro,Kriebel,2000-09-12
456766,Senior Engineer,Odoardo,Kisuki,1994-11-22
456769,Senior Engineer,Kiam,Molenaar,1996-10-24
456774,Technique Leader,Shaunak,Cappelli,1991-04-22
456783,Senior Staff,Shaunak,Furudate,1993-03-25
456798,Senior Staff,Barun,Krone,1994-08-02
456806,Senior Engineer,Filipp,Vingron,1996-03-01
456822,Senior Staff,Aram,Siochi,2000-04-26
456827,Engineer,Panayotis,Chiola,1998-03-13
456831,Senior Staff,Houman,Brattka,1994-04-12
456838,Senior Engineer,Adin,Makrucki,1987-05-28
456840,Engineer,Lubomir,Papadias,1997-09-12
456851,Senior Engineer,Terresa,Cooman,1997-01-16
456875,Staff,Kayoko,Gronowski,1998-04-11
456876,Senior Staff,Jinya,Puoti,1996-08-17
456905,Senior Engineer,Filipe,Tzvieli,1996-05-29
456913,Senior Staff,Randy,Broder,1993-03-09
456919,Senior Engineer,Garnet,Homond,2000-12-09
456927,Senior Staff,Kensei,Comellas,1994-09-28
456929,Senior Staff,Torsten,Capobianchi,1998-10-24
456941,Senior Staff,Jamaludin,Ishibashi,2000-05-06
456947,Senior Engineer,Tsutomu,Porotnikoff,1998-08-24
456954,Senior Staff,Arunachalam,Restivo,2001-11-21
456959,Senior Engineer,Giordano,Figueira,1990-04-27
456970,Staff,Genta,Dehkordi,1994-12-16
456989,Senior Engineer,Jinpo,Sooriamurthi,1990-06-07
456990,Senior Engineer,Urs,Merks,1995-06-04
457008,Senior Staff,Subhrajyoti,Welham,1992-06-24
457014,Senior Staff,Hidefumi,Swiss,1992-12-02
457015,Senior Staff,Yoshinari,Biran,1993-02-02
457041,Senior Staff,Stepehn,Demeyer,1988-08-27
457047,Senior Engineer,Duke,Snedden,1999-12-15
457051,Senior Staff,Rosli,Bain,1992-12-19
457054,Senior Engineer,Pascal,Litecky,2002-03-31
457062,Senior Staff,Bilhanan,Lores,1986-01-19
457071,Engineer,Gino,Herath,1996-05-02
457087,Senior Staff,Spyrose,Demke,2000-03-17
457089,Senior Engineer,Jacqueline,Lambe,2001-01-06
457092,Technique Leader,Serif,Kriebel,1987-05-29
457103,Senior Staff,Shaunak,Khasidashvili,1999-02-01
457113,Senior Staff,Barry,Cummings,1996-10-17
457125,Senior Staff,Leah,Krupka,1998-11-03
457126,Senior Staff,Hongzue,Warwick,1994-02-03
457131,Staff,Visit,Herbst,1998-09-24
457138,Senior Engineer,Stepehn,Baek,2000-09-14
457184,Senior Staff,Akemi,Makrucki,1994-05-22
457189,Senior Engineer,Alain,Schnabel,1992-12-05
457191,Assistant Engineer,Barun,Iacovou,1999-03-24
457196,Senior Staff,Sanjiv,Chachaty,1993-05-05
457201,Engineer,Bowen,Muhling,1998-03-19
457202,Senior Staff,Uzi,Mersereau,1994-02-21
457206,Senior Engineer,Zhiguo,Nitta,1991-10-25
457219,Senior Engineer,Sedat,Matheson,1987-01-28
457225,Senior Staff,Hironoby,Seuren,1988-08-04
